product_id,category,base_price,image_count,description_word_count,variant_count,has_size_chart,rating,review_count
P-1488,Watch,114.94,3,42,14,0,2.7,18
P-1489,Home & Living,45.33,6,56,7,1,4.9,1107
P-1490,Electronics,1242.1,4,38,8,0,4.8,360
P-1491,T-shirt,15.63,6,166,10,1,1.4,680
P-1492,Home & Living,103.01,4,434,1,1,3.1,1018
P-1493,Electronics,1017.78,8,11,12,0,3.6,21
P-1494,Shoes,305.78,7,228,13,1,4.8,552
P-1495,Watch,642.47,7,331,14,1,1.1,1157
P-1496,Electronics,1442.6,8,335,9,0,2.1,507
P-1497,Shoes,434.39,1,92,10,1,1.6,1102
P-1498,Electronics,1777.69,3,257,6,0,3.8,24
P-1499,Home & Living,209.99,1,310,4,0,2.0,1187
P-1500,Electronics,858.17,5,55,10,0,3.7,175
P-1501,T-shirt,254.04,3,63,2,0,4.6,1150
P-1502,T-shirt,222.67,7,141,13,1,3.9,914
P-1503,Watch,655.8,2,443,4,1,1.4,368
P-1504,Home & Living,439.96,8,445,1,1,1.1,298
P-1505,Shoes,40.64,5,443,3,0,3.4,330
P-1506,Shoes,192.38,7,147,2,1,2.5,1187
P-1507,Electronics,1594.86,3,367,1,1,4.0,690
P-1508,Shoes,219.47,5,399,11,1,2.3,795
P-1509,T-shirt,448.72,1,347,8,1,2.8,444
P-1510,Shoes,131.71,4,239,10,0,2.8,91
P-1511,Shoes,414.12,6,148,10,0,1.8,255
P-1512,Home & Living,240.07,8,333,12,1,2.1,1026
P-1513,Shoes,210.3,6,47,5,0,3.1,713
P-1514,Watch,887.61,5,312,4,1,1.4,68
P-1515,T-shirt,161.81,4,292,8,1,3.1,276
P-1516,Home & Living,183.36,4,353,9,1,2.2,543
P-1517,Home & Living,170.1,2,186,10,0,4.8,96
P-1518,T-shirt,60.26,1,15,3,1,3.0,661
P-1519,T-shirt,430.82,2,96,1,0,4.4,413
P-1520,T-shirt,16.49,1,294,5,0,1.7,494
P-1521,Home & Living,90.99,8,94,2,1,3.9,1041
P-1522,T-shirt,179.16,6,244,10,0,2.0,1019
P-1523,Electronics,1086.53,4,20,14,0,1.2,757
P-1524,Electronics,1523.84,8,81,11,1,2.7,957
P-1525,T-shirt,275.04,2,433,10,0,1.8,140
P-1526,T-shirt,319.4,8,248,13,0,3.4,831
P-1527,Home & Living,175.23,8,353,10,1,1.8,304
P-1528,Electronics,1064.83,5,202,1,1,4.2,250
P-1529,Home & Living,209.98,5,126,11,0,3.9,1167
P-1530,T-shirt,368.35,1,129,8,1,2.9,335
P-1531,T-shirt,247.7,3,127,9,1,2.8,338
P-1532,Electronics,1776.86,3,148,5,0,2.6,657
P-1533,Electronics,495.12,8,31,6,0,1.7,291
P-1534,Watch,982.62,2,331,13,1,5.0,531
P-1535,Home & Living,283.94,5,332,3,0,2.4,39
P-1536,Electronics,811.51,4,381,11,1,2.4,95
P-1537,Electronics,1679.6,8,58,9,1,3.5,316
P-1538,T-shirt,294.7,1,259,10,0,3.1,806
P-1539,Shoes,381.67,3,220,12,0,2.5,1115
P-1540,T-shirt,180.01,6,422,10,1,2.0,990
P-1541,Electronics,1571.18,2,254,6,1,1.6,266
P-1542,Electronics,1239.57,2,103,14,1,3.9,394
P-1543,T-shirt,296.49,2,405,3,1,2.8,735
P-1544,T-shirt,143.25,6,248,3,0,4.0,60
P-1545,T-shirt,269.07,8,165,5,1,2.1,922
P-1546,Watch,109.98,5,216,4,0,4.0,837
P-1547,Watch,760.45,1,37,8,0,2.9,533
P-1548,Home & Living,440.8,3,88,5,1,1.2,689
P-1549,T-shirt,449.98,3,241,13,0,5.0,229
P-1550,Shoes,423.99,3,191,13,0,4.9,26
P-1551,Watch,936.89,3,70,10,1,5.0,350
P-1552,Home & Living,165.87,3,196,5,0,2.6,507
P-1553,Home & Living,123.69,6,424,14,0,3.5,991
P-1554,Watch,845.26,3,364,3,1,2.7,1148
P-1555,Shoes,201.39,4,70,13,1,3.9,73
P-1556,Home & Living,200.72,4,57,3,1,4.7,993
P-1557,Watch,251.05,3,158,12,1,3.6,1136
P-1558,Shoes,360.4,1,23,11,1,2.8,913
P-1559,Electronics,808.93,7,84,5,1,3.0,570
P-1560,T-shirt,327.83,2,415,3,1,3.5,192
P-1561,Watch,600.74,1,102,14,0,1.2,433
P-1562,T-shirt,308.75,3,216,12,0,4.2,165
P-1563,Electronics,1911.72,5,331,5,1,2.1,875
P-1564,Electronics,160.31,8,423,1,0,3.5,438
P-1565,Electronics,1739.69,7,449,11,0,4.2,1096
P-1566,Electronics,510.83,1,248,7,1,2.9,606
P-1567,Home & Living,40.57,4,389,7,0,4.9,944
P-1568,T-shirt,427.75,6,422,3,1,2.5,1094
P-1569,Watch,501.2,2,367,8,0,1.3,782
P-1570,Home & Living,269.64,5,135,9,1,1.5,235
P-1571,Electronics,668.83,6,65,12,0,2.0,1072
P-1572,Watch,109.44,5,291,6,0,1.6,165
P-1573,Shoes,416.36,3,311,14,0,2.9,1151
P-1574,Electronics,431.06,7,154,1,1,4.9,824
P-1575,Shoes,148.14,2,274,6,0,2.4,529
P-1576,Electronics,1361.98,2,280,7,0,3.3,1055
P-1577,T-shirt,470.81,2,228,5,1,2.9,200
P-1578,Watch,846.32,7,258,3,1,2.6,186
P-1579,T-shirt,261.79,8,406,13,0,4.3,978
P-1580,Home & Living,293.86,2,279,6,0,4.9,1095
P-1581,T-shirt,373.39,3,200,6,0,1.7,757
P-1582,Shoes,452.56,8,431,8,0,3.3,184
P-1583,Electronics,1798.57,4,186,11,1,3.3,307
P-1584,T-shirt,22.37,7,263,5,0,3.1,382
P-1585,Watch,877.14,2,442,4,0,4.0,931
P-1586,T-shirt,281.63,5,282,8,1,1.9,108
P-1587,Electronics,1826.03,7,238,1,0,4.0,886
P-1588,Shoes,382.61,7,410,14,0,4.7,497
P-1589,Home & Living,356.98,2,278,11,0,4.1,848
P-1590,Electronics,1830.15,2,373,5,1,3.5,925
P-1591,T-shirt,427.96,1,191,1,1,1.1,1121
P-1592,T-shirt,174.64,4,246,14,0,3.4,71
P-1593,Electronics,821.53,8,51,14,0,4.0,862
P-1594,T-shirt,113.28,2,230,5,1,4.3,389
P-1595,Shoes,165.84,5,201,3,0,1.4,226
P-1596,Electronics,157.2,3,72,8,0,3.5,272
P-1597,Electronics,661.74,6,128,5,1,3.0,176
P-1598,Electronics,965.68,2,297,1,1,2.4,699
P-1599,Electronics,745.95,8,193,11,1,2.0,209
P-1600,T-shirt,468.39,8,217,2,0,1.8,922
P-1601,T-shirt,127.59,8,85,8,0,4.9,536
P-1602,Shoes,102.8,8,127,10,0,4.0,1033
P-1603,Electronics,1653.07,2,292,1,0,2.8,104
P-1604,Home & Living,132.23,7,171,7,1,2.4,139
P-1605,Watch,706.5,1,255,9,0,1.7,148
P-1606,T-shirt,432.94,4,223,5,0,2.9,883
P-1607,Home & Living,251.48,2,375,4,1,2.7,788
P-1608,T-shirt,201.16,6,122,11,1,1.9,470
P-1609,Watch,150.56,3,223,8,0,3.8,137
P-1610,T-shirt,471.9,8,212,13,1,1.4,310
P-1611,Home & Living,68.17,5,367,13,1,1.3,751
P-1612,Shoes,372.04,4,316,14,0,3.1,843
P-1613,Shoes,396.85,8,390,6,0,4.9,456
P-1614,Shoes,221.3,7,171,7,0,1.2,896
P-1615,Home & Living,310.85,1,258,10,0,4.6,21
P-1616,Electronics,788.86,7,282,1,1,1.8,656
P-1617,T-shirt,185.58,5,271,3,1,1.7,71
P-1618,Home & Living,292.47,5,292,13,0,2.1,1015
P-1619,Electronics,1390.48,2,314,7,0,3.4,1028
P-1620,Shoes,209.8,6,68,2,1,2.3,525
P-1621,Home & Living,119.75,4,384,3,0,4.8,1003
P-1622,Electronics,773.87,4,172,10,0,1.2,380
P-1623,T-shirt,450.64,2,74,3,0,4.0,825
P-1624,Home & Living,44.35,7,333,8,0,1.1,428
P-1625,Shoes,92.42,5,203,3,1,2.3,170
P-1626,T-shirt,163.39,2,273,7,0,2.9,102
P-1627,Shoes,165.13,8,295,10,1,3.1,732
P-1628,Watch,898.91,7,359,6,0,4.4,493
P-1629,Watch,919.31,8,115,2,0,2.9,607
P-1630,T-shirt,161.15,4,15,8,1,3.2,1129
P-1631,Electronics,1423.72,7,346,9,0,2.4,725
P-1632,Electronics,860.4,8,256,11,1,5.0,75
P-1633,T-shirt,221.18,3,242,9,0,1.3,124
P-1634,Home & Living,160.54,8,224,14,0,1.6,367
P-1635,T-shirt,400.63,2,323,14,0,4.2,1048
P-1636,Electronics,409.74,3,20,5,0,4.8,902
P-1637,T-shirt,123.42,8,267,12,0,2.7,53
P-1638,Electronics,1190.5,2,196,10,1,1.0,490
P-1639,Shoes,298.29,5,397,7,1,3.2,826
P-1640,Electronics,615.83,7,200,7,0,1.8,891
P-1641,Watch,205.17,7,262,1,0,2.0,519
P-1642,Home & Living,54.06,4,293,6,1,3.5,925
P-1643,Shoes,334.77,4,133,13,1,3.9,227
P-1644,Watch,593.4,8,174,11,0,1.6,280
P-1645,Watch,169.29,2,447,4,0,2.6,470
P-1646,Shoes,104.78,6,383,13,1,4.5,931
P-1647,T-shirt,122.7,3,47,6,0,3.7,440
P-1648,Watch,833.13,2,14,4,1,4.0,277
P-1649,Shoes,27.12,4,299,13,0,2.8,134
P-1650,Watch,804.13,8,172,9,1,4.5,287
P-1651,Shoes,222.84,2,139,2,1,3.7,143
P-1652,Home & Living,220.52,8,138,11,0,1.4,305
P-1653,Watch,895.42,4,330,12,1,4.1,1131
P-1654,Electronics,1960.39,3,340,13,0,2.3,489
P-1655,Electronics,1245.99,8,395,12,0,2.7,1119
P-1656,Home & Living,237.39,2,305,1,0,3.6,553
P-1657,Home & Living,328.71,5,31,9,0,3.8,335
P-1658,Shoes,99.89,1,331,12,1,1.5,200
P-1659,Shoes,49.98,2,185,4,0,3.5,320
P-1660,Electronics,431.83,3,395,9,0,2.6,526
P-1661,Watch,207.61,7,289,5,0,3.2,673
P-1662,Shoes,209.23,8,45,13,0,3.9,638
P-1663,Home & Living,451.13,1,105,1,1,3.7,293
P-1664,Electronics,1537.04,8,196,5,0,2.3,709
P-1665,Watch,681.8,6,326,7,1,1.5,680
P-1666,Watch,148.26,4,352,8,1,4.1,846
P-1667,Electronics,1453.06,1,92,14,1,1.4,799
P-1668,Home & Living,479.24,3,142,9,0,1.3,836
P-1669,Watch,420.4,1,221,12,0,1.3,565
P-1670,Electronics,1759.88,3,29,14,0,4.2,57
P-1671,Home & Living,159.81,1,203,13,0,3.7,28
P-1672,Electronics,1503.16,5,373,12,1,3.8,1096
P-1673,Watch,994.95,3,182,11,1,3.7,1109
P-1674,Watch,636.25,6,52,3,0,1.5,857
P-1675,Electronics,1212.57,4,146,4,0,1.2,434
P-1676,Watch,113.36,3,163,10,0,4.7,609
P-1677,Electronics,858.42,4,239,1,0,1.6,327
P-1678,Electronics,1797.91,7,276,7,0,5.0,651
P-1679,Electronics,1106.46,5,97,9,0,4.1,117
P-1680,T-shirt,483.61,4,84,1,0,2.8,522
P-1681,Watch,288.34,7,37,11,1,2.4,920
P-1682,Home & Living,176.26,4,279,14,1,3.6,272
P-1683,Electronics,773.98,5,182,14,1,4.9,357
P-1684,Shoes,310.85,5,73,6,1,2.6,1110
P-1685,T-shirt,470.85,6,346,2,0,1.6,649
P-1686,T-shirt,304.89,5,315,6,0,2.4,512
P-1687,Watch,204.53,1,141,11,0,1.2,70
P-1688,Shoes,437.24,3,17,13,0,4.2,755
P-1689,Electronics,1226.26,1,155,12,0,4.5,558
P-1690,Electronics,1231.79,1,48,14,1,2.9,541
P-1691,Electronics,1840.0,4,27,10,0,1.8,252
P-1692,T-shirt,168.32,2,96,10,1,2.6,1067
P-1693,Electronics,1203.23,5,39,9,0,2.9,861
P-1694,Electronics,1760.36,4,256,13,1,3.3,1140
P-1695,Shoes,325.54,5,181,6,0,3.4,421
P-1696,Home & Living,453.71,4,104,10,1,4.3,721
P-1697,Watch,809.79,6,181,6,0,4.1,1108
P-1698,Electronics,1128.12,4,233,12,0,3.5,264
P-1699,Shoes,100.57,8,224,5,0,2.1,889
P-1700,Home & Living,16.05,3,348,10,0,2.0,34
P-1701,Watch,536.12,3,76,8,1,4.4,339
P-1702,Watch,74.52,8,352,13,0,4.5,333
P-1703,Home & Living,65.63,7,24,7,1,4.3,112
P-1704,Home & Living,231.08,2,217,14,0,2.2,305
P-1705,Watch,806.66,6,377,14,1,1.7,170
P-1706,Home & Living,475.0,2,199,13,0,3.2,657
P-1707,Electronics,1373.83,3,65,11,0,3.0,231
P-1708,Watch,71.11,1,332,10,1,3.2,605
P-1709,Home & Living,126.09,1,157,6,0,4.2,1089
P-1710,Shoes,278.0,2,184,12,0,2.7,1134
P-1711,T-shirt,327.25,3,44,7,1,3.7,1037
P-1712,Home & Living,120.08,1,202,3,0,4.9,75
P-1713,Watch,599.44,3,37,11,1,4.5,1200
P-1714,Home & Living,349.1,2,136,3,0,3.2,1019
P-1715,Watch,426.2,6,337,12,1,4.8,84
P-1716,Shoes,454.45,1,74,6,1,2.2,938
P-1717,Electronics,779.84,3,155,7,1,1.6,312
P-1718,Electronics,499.2,3,312,8,1,2.4,1073
P-1719,Watch,364.03,5,118,9,0,1.8,295
P-1720,Home & Living,249.21,7,157,5,0,2.7,27
P-1721,T-shirt,99.55,2,306,6,1,2.1,549
P-1722,Home & Living,166.16,2,177,3,0,3.3,145
P-1723,T-shirt,187.21,8,246,3,0,3.6,152
P-1724,Home & Living,252.32,6,354,2,0,4.2,722
P-1725,T-shirt,377.43,3,338,1,1,1.7,929
P-1726,Watch,415.5,1,390,13,0,3.4,1093
P-1727,T-shirt,49.97,7,296,10,0,3.1,755
P-1728,Shoes,148.81,4,390,9,1,1.1,190
P-1729,T-shirt,161.31,2,397,1,0,2.3,1092
P-1730,Home & Living,286.65,2,120,2,1,4.7,937
P-1731,Home & Living,362.88,7,114,8,1,1.2,767
P-1732,T-shirt,77.44,3,108,5,1,1.1,1187
P-1733,Home & Living,340.7,2,82,4,0,2.3,571
P-1734,Home & Living,467.93,6,188,5,0,1.6,798
P-1735,Shoes,170.99,7,218,13,1,4.9,870
P-1736,Watch,529.23,2,108,2,1,3.6,324
P-1737,Electronics,112.95,6,376,14,1,4.2,323
P-1738,T-shirt,168.63,3,192,14,1,3.6,466
P-1739,T-shirt,40.59,7,241,3,1,1.3,594
P-1740,Shoes,277.5,5,16,11,1,4.1,517
P-1741,Shoes,473.06,5,135,9,0,3.0,1175
P-1742,Electronics,327.91,2,293,3,1,4.4,77
P-1743,Electronics,724.76,8,368,14,1,4.2,1135
P-1744,Electronics,1974.47,5,200,8,1,3.6,1058
P-1745,Electronics,683.58,7,292,1,0,1.9,966
P-1746,Watch,829.52,2,382,1,0,2.6,164
P-1747,T-shirt,160.86,1,236,5,0,4.3,371
P-1748,Electronics,1374.92,5,326,1,0,3.9,662
P-1749,Shoes,209.81,6,344,6,1,3.7,803
P-1750,Electronics,1740.62,2,361,13,0,5.0,752
P-1751,Home & Living,488.13,6,88,12,1,2.4,1121
P-1752,Shoes,225.93,5,424,13,1,1.6,391
P-1753,Electronics,239.39,6,98,8,1,2.7,596
P-1754,Home & Living,394.68,3,281,2,1,3.7,938
P-1755,T-shirt,145.67,7,139,4,1,3.6,861
P-1756,T-shirt,497.91,5,78,4,1,2.4,1188
P-1757,T-shirt,215.16,1,331,9,0,4.7,831
P-1758,Shoes,92.23,6,260,14,0,3.9,960
P-1759,T-shirt,355.73,4,269,13,0,1.3,58
P-1760,T-shirt,362.17,1,448,4,0,5.0,801
P-1761,Shoes,103.04,8,122,13,0,4.2,972
P-1762,T-shirt,227.65,7,198,10,1,4.4,918
P-1763,Electronics,1116.44,4,332,7,0,2.3,581
P-1764,Shoes,273.81,6,314,4,0,1.4,916
P-1765,Shoes,179.33,3,440,12,0,1.9,690
P-1766,Watch,50.57,1,191,1,1,1.9,82
P-1767,T-shirt,152.77,3,71,14,1,4.5,125
P-1768,Home & Living,371.33,2,107,1,1,2.4,401
P-1769,Shoes,156.05,6,216,14,0,1.5,568
P-1770,Watch,772.84,1,317,5,0,1.5,320
P-1771,Electronics,1501.97,8,388,13,0,1.1,847
P-1772,Watch,938.06,3,282,9,0,4.6,692
P-1773,Watch,408.2,4,215,14,0,1.6,658
P-1774,Shoes,92.11,5,90,5,1,4.2,799
P-1775,T-shirt,326.31,6,248,5,0,1.3,901
P-1776,Home & Living,101.12,7,419,13,1,2.0,26
P-1777,Shoes,370.01,4,118,7,0,1.5,1092
P-1778,Home & Living,256.81,2,106,7,1,2.5,1177
P-1779,Electronics,464.83,2,106,9,1,4.7,514
P-1780,Shoes,316.46,2,52,7,1,2.3,269
P-1781,Watch,388.16,7,99,2,1,4.3,125
P-1782,Watch,236.85,7,179,3,0,4.7,719
P-1783,T-shirt,267.78,6,164,12,0,1.8,186
P-1784,Shoes,241.53,7,301,2,0,2.7,443
P-1785,Shoes,164.89,2,34,5,1,2.0,1189
P-1786,T-shirt,49.48,8,375,8,0,1.4,228
P-1787,T-shirt,12.96,1,327,8,0,2.4,116
P-1788,Shoes,483.26,8,212,5,0,2.8,924
P-1789,Shoes,271.93,2,51,4,0,3.4,72
P-1790,T-shirt,66.3,4,347,11,1,3.3,558
P-1791,Electronics,696.68,3,280,12,1,4.5,857
P-1792,Watch,706.85,6,101,1,0,4.3,1154
P-1793,Shoes,459.44,3,282,12,0,2.7,830
P-1794,Electronics,1712.1,3,209,4,0,4.8,1069
P-1795,Watch,852.79,6,138,1,1,2.6,463
P-1796,Shoes,295.88,7,357,6,1,2.9,1094
P-1797,T-shirt,117.37,2,99,14,1,2.9,1144
P-1798,Home & Living,196.44,3,445,4,0,2.6,397
P-1799,Watch,903.06,4,426,13,1,2.0,609
P-1800,Watch,245.68,4,433,2,1,4.9,1102
P-1801,Home & Living,335.02,6,313,12,1,1.6,557
P-1802,Electronics,1431.64,8,109,14,1,2.2,237
P-1803,Home & Living,449.72,6,27,12,1,4.3,1074
P-1804,Electronics,1752.33,3,366,7,0,3.7,142
P-1805,Electronics,1442.55,5,18,3,0,2.1,1177
P-1806,Home & Living,376.53,1,276,6,0,4.7,892
P-1807,Electronics,603.65,2,149,6,0,1.4,545
P-1808,T-shirt,412.6,1,154,3,1,4.2,779
P-1809,Watch,722.05,5,223,9,0,3.3,18
P-1810,Shoes,69.49,2,363,6,0,2.3,894
P-1811,Watch,552.22,3,133,5,0,1.8,211
P-1812,Watch,464.43,6,249,6,1,2.1,235
P-1813,Shoes,44.16,4,225,7,0,2.2,409
P-1814,Home & Living,242.64,4,339,7,1,1.0,1074
P-1815,Shoes,40.92,3,275,8,1,2.3,69
P-1816,Home & Living,147.86,7,298,11,1,1.3,824
P-1817,Watch,277.83,3,83,14,0,4.1,543
P-1818,Shoes,292.64,3,288,2,1,1.2,342
P-1819,Home & Living,362.35,7,241,1,0,2.0,686
P-1820,T-shirt,202.7,4,300,3,0,2.4,401
P-1821,Home & Living,443.56,5,403,7,0,5.0,193
P-1822,Shoes,286.67,1,440,13,1,3.1,1065
P-1823,Electronics,651.08,2,288,11,1,1.7,139
P-1824,Shoes,37.55,8,27,9,0,3.4,1036
P-1825,Electronics,1718.89,3,195,10,1,1.4,970
P-1826,Watch,408.14,6,267,5,1,4.7,1111
P-1827,Watch,602.64,4,338,5,1,3.6,844
P-1828,T-shirt,74.33,2,152,10,0,4.6,1063
P-1829,Watch,335.92,8,237,5,1,2.9,10
P-1830,Watch,88.32,5,350,13,1,2.8,460
P-1831,Electronics,1561.22,4,113,5,0,1.1,356
P-1832,T-shirt,52.49,4,334,6,1,2.6,98
P-1833,Home & Living,488.71,2,342,7,0,3.0,569
P-1834,Electronics,623.58,1,80,8,1,4.1,767
P-1835,Electronics,1616.2,6,408,5,1,2.5,306
P-1836,Shoes,159.2,4,360,2,1,3.9,214
P-1837,Watch,647.43,1,70,5,1,4.0,1086
P-1838,T-shirt,169.85,1,269,13,1,1.5,433
P-1839,Watch,105.54,5,363,10,1,1.7,367
P-1840,Electronics,1208.28,2,255,7,0,3.4,293
P-1841,Watch,440.19,7,224,2,1,3.8,246
P-1842,Electronics,1727.99,1,389,10,1,3.1,910
P-1843,Electronics,1002.71,4,423,4,1,3.8,853
P-1844,Shoes,432.85,7,133,1,0,3.2,707
P-1845,Watch,835.14,5,93,7,0,2.2,916
P-1846,T-shirt,240.01,5,412,14,0,1.8,61
P-1847,Watch,791.05,5,309,7,1,1.7,579
P-1848,Electronics,751.75,2,51,9,1,1.2,393
P-1849,Shoes,357.74,4,137,3,0,1.4,603
P-1850,T-shirt,148.09,5,39,5,0,1.1,68
P-1851,Shoes,75.87,7,317,13,0,2.7,146
P-1852,Watch,156.34,8,106,14,1,4.2,94
P-1853,T-shirt,448.03,2,228,5,0,4.7,982
P-1854,Watch,314.76,4,14,8,1,3.3,1080
P-1855,Home & Living,413.59,1,202,13,1,4.3,744
P-1856,Electronics,779.73,5,64,4,1,1.5,372
P-1857,Home & Living,180.12,1,346,13,0,4.8,503
P-1858,Shoes,480.77,4,338,1,1,2.0,574
P-1859,Watch,252.49,2,382,6,0,1.9,423
P-1860,Home & Living,37.3,1,206,14,0,4.4,284
P-1861,T-shirt,143.12,8,23,5,0,1.4,722
P-1862,Watch,859.25,3,108,7,0,4.6,251
P-1863,T-shirt,393.07,8,197,13,1,3.3,1099
P-1864,Watch,263.16,1,19,11,1,1.7,102
P-1865,Watch,852.56,8,36,12,1,3.6,988
P-1866,Shoes,435.31,6,263,2,1,2.6,1061
P-1867,Electronics,1747.41,6,209,3,0,3.2,157
P-1868,Watch,356.84,4,213,2,0,1.7,1182
P-1869,Watch,151.09,7,97,9,0,4.0,139
P-1870,Shoes,167.16,2,307,6,0,4.9,657
P-1871,Shoes,227.91,6,117,10,1,2.0,317
P-1872,T-shirt,360.83,4,128,2,0,3.0,44
P-1873,Shoes,146.35,2,53,14,1,4.4,514
P-1874,Shoes,68.32,5,341,13,0,1.9,1027
P-1875,Shoes,151.97,1,61,6,0,2.6,716
P-1876,Electronics,1745.83,8,268,4,0,2.2,687
P-1877,Electronics,1061.26,8,333,14,0,1.1,261
P-1878,T-shirt,99.6,1,364,1,1,5.0,179
P-1879,Shoes,171.4,3,31,11,1,4.4,441
P-1880,Watch,708.27,7,22,9,1,3.6,1143
P-1881,Shoes,86.62,8,383,13,1,2.9,516
P-1882,Shoes,293.86,7,126,8,0,3.5,161
P-1883,Electronics,542.43,7,75,6,0,1.5,531
P-1884,T-shirt,35.83,8,418,12,1,2.2,394
P-1885,Home & Living,159.02,6,79,6,1,4.6,368
P-1886,Home & Living,254.78,1,61,1,0,4.2,132
P-1887,Shoes,323.09,5,302,14,0,2.2,649
P-1888,Shoes,221.69,4,91,7,1,1.4,162
P-1889,Shoes,439.79,6,406,9,1,1.4,1115
P-1890,Home & Living,73.25,4,289,13,1,2.3,492
P-1891,Electronics,945.19,7,62,11,0,2.5,987
P-1892,Shoes,485.05,8,163,3,1,4.7,181
P-1893,Home & Living,93.59,7,269,14,1,4.2,28
P-1894,Watch,998.29,3,420,1,1,2.6,1125
P-1895,Shoes,41.99,3,120,2,1,3.6,610
P-1896,Electronics,1966.72,1,52,6,1,1.2,1074
P-1897,Shoes,414.93,4,78,9,0,2.9,229
P-1898,Home & Living,473.97,2,85,4,1,4.7,837
P-1899,T-shirt,490.71,5,227,13,0,3.6,254
P-1900,Watch,375.9,7,132,1,1,3.4,947
P-1901,Home & Living,230.03,7,244,5,1,3.7,1113
P-1902,Shoes,290.65,6,183,9,1,2.4,628
P-1903,Home & Living,134.59,6,350,8,0,3.1,30
P-1904,Shoes,177.77,8,274,14,0,4.0,501
P-1905,Watch,225.04,6,336,7,0,4.4,847
P-1906,Watch,242.71,5,234,9,1,2.1,602
P-1907,Home & Living,23.04,3,314,11,1,3.3,726
P-1908,Home & Living,340.86,7,51,4,0,1.5,833
P-1909,T-shirt,382.03,3,138,7,0,3.1,664
P-1910,Home & Living,408.3,5,323,6,1,4.1,505
P-1911,Shoes,418.88,4,159,5,0,4.4,576
P-1912,T-shirt,163.94,1,126,4,1,3.3,494
P-1913,Electronics,434.19,6,310,10,0,1.8,510
P-1914,Shoes,381.9,4,25,11,0,2.0,911
P-1915,T-shirt,181.88,1,344,10,0,4.6,396
P-1916,Shoes,11.14,2,112,9,1,1.2,966
P-1917,Electronics,592.03,1,35,1,1,4.8,1025
P-1918,T-shirt,310.7,8,141,4,0,3.7,1051
P-1919,Home & Living,157.78,8,44,14,1,2.3,438
P-1920,T-shirt,262.24,3,74,5,1,2.7,618
P-1921,Home & Living,106.62,5,365,4,1,4.7,180
P-1922,Shoes,183.49,1,411,6,1,3.7,383
P-1923,Watch,302.8,6,99,5,0,4.6,670
P-1924,Electronics,1984.09,5,11,4,1,3.7,1082
P-1925,T-shirt,492.94,7,444,4,1,1.4,210
P-1926,Electronics,827.38,4,38,7,0,2.8,505
P-1927,Shoes,230.14,3,346,5,1,2.0,928
P-1928,Watch,304.6,1,38,13,1,3.9,1166
P-1929,Shoes,23.78,5,269,2,1,1.6,1195
P-1930,Electronics,869.87,6,371,6,0,3.3,953
P-1931,Watch,999.38,6,205,7,0,3.7,1075
P-1932,Home & Living,51.14,2,245,5,1,5.0,556
P-1933,T-shirt,40.26,1,135,3,1,1.9,1052
P-1934,Electronics,595.26,1,419,2,0,2.7,579
P-1935,T-shirt,357.39,7,309,3,0,1.2,808
P-1936,Watch,601.73,2,361,2,0,4.4,57
P-1937,Shoes,357.21,8,321,11,1,2.4,996
P-1938,Electronics,1001.61,6,417,5,1,4.2,697
P-1939,T-shirt,444.43,1,20,7,0,2.7,596
P-1940,Watch,65.84,6,190,11,1,1.8,254
P-1941,Home & Living,166.81,8,107,9,1,4.8,280
P-1942,Electronics,1548.49,8,220,7,1,1.1,25
P-1943,Electronics,1084.23,2,422,7,1,3.9,228
P-1944,Electronics,1966.29,7,35,12,1,1.9,731
P-1945,Home & Living,416.67,2,142,6,1,4.5,672
P-1946,Electronics,1027.01,2,126,14,1,2.4,550
P-1947,T-shirt,245.29,1,250,6,0,4.7,557
P-1948,Shoes,231.05,8,155,11,0,3.0,841
P-1949,T-shirt,237.33,5,195,6,0,2.3,773
P-1950,Shoes,271.2,3,407,6,0,1.5,454
P-1951,Shoes,465.67,5,242,10,0,2.2,78
P-1952,Watch,930.26,3,195,2,0,3.1,1022
P-1953,Shoes,492.44,6,256,1,0,1.4,614
P-1954,T-shirt,95.64,5,332,11,0,3.9,964
P-1955,T-shirt,339.98,7,38,2,0,1.3,1153
P-1956,Home & Living,131.66,8,33,3,1,3.9,1197
P-1957,Home & Living,127.11,6,152,12,1,1.9,298
P-1958,Shoes,60.78,8,73,3,0,2.1,833
P-1959,Electronics,1962.5,2,343,9,1,1.2,857
P-1960,Shoes,190.68,7,158,9,1,2.6,378
P-1961,Watch,902.66,7,388,8,0,4.7,75
P-1962,Watch,564.93,7,167,5,0,4.8,1092
P-1963,Electronics,816.31,7,170,7,0,2.6,114
P-1964,Watch,527.5,1,139,8,1,1.1,1025
P-1965,Home & Living,413.1,5,189,13,1,2.8,37
P-1966,Watch,528.06,8,35,6,0,1.6,736
P-1967,T-shirt,94.47,5,412,12,1,1.6,370
P-1968,Electronics,238.51,6,368,13,1,4.2,386
P-1969,Watch,526.78,8,113,6,1,1.5,211
P-1970,Watch,297.64,5,374,10,0,4.9,255
P-1971,Watch,734.0,8,187,13,1,2.4,1009
P-1972,Watch,310.46,8,178,10,1,4.2,145
P-1973,Watch,170.75,8,236,10,1,2.8,756
P-1974,T-shirt,48.68,5,410,7,1,2.4,185
P-1975,Home & Living,203.15,3,190,7,1,2.9,445
P-1976,T-shirt,417.65,2,82,1,1,3.0,16
