session_id,user_id,product_id,dwell_time_seconds,scroll_depth_pct,variant_clicks,reviews_expanded,added_to_cart,purchased
S-12043,U-3043,P-1060,51,0.86,7,0,1,1
S-12044,U-3044,P-1225,147,0.51,7,0,0,0
S-12045,U-3045,P-1788,106,0.13,1,0,0,0
S-12046,U-3046,P-1934,64,0.84,1,1,0,0
S-12047,U-3047,P-1732,165,0.92,6,1,0,0
S-12048,U-3048,P-1642,109,0.42,9,0,0,0
S-12049,U-3049,P-1133,247,0.33,7,1,0,0
S-12050,U-3050,P-1388,173,0.59,3,0,0,0
S-12051,U-3051,P-1719,290,0.82,6,0,0,0
S-12052,U-3052,P-1200,170,0.43,1,1,0,0
S-12053,U-3053,P-1882,177,0.52,9,0,0,0
S-12054,U-3054,P-1832,249,0.72,3,0,0,0
S-12055,U-3055,P-1971,197,0.75,8,1,0,0
S-12056,U-3056,P-1219,238,0.53,1,0,0,0
S-12057,U-3057,P-1556,89,0.96,3,0,0,0
S-12058,U-3058,P-1170,250,0.46,6,0,0,0
S-12059,U-3059,P-1034,58,0.76,3,0,0,0
S-12060,U-3060,P-1279,251,0.51,0,1,0,0
S-12061,U-3061,P-1633,70,0.62,0,0,0,0
S-12062,U-3062,P-1727,283,0.16,4,0,0,0
S-12063,U-3063,P-1845,212,0.78,4,0,0,0
S-12064,U-3064,P-1576,151,0.65,9,0,0,0
S-12065,U-3065,P-1404,201,0.15,1,1,0,0
S-12066,U-3066,P-1665,237,0.17,7,0,0,0
S-12067,U-3067,P-1550,85,0.45,6,0,0,0
S-12068,U-3068,P-1583,224,0.72,2,1,0,0
S-12069,U-3069,P-1368,101,1.0,8,0,0,0
S-12070,U-3070,P-1946,97,0.29,8,1,0,0
S-12071,U-3071,P-1085,186,0.49,0,1,0,0
S-12072,U-3072,P-1837,274,0.86,2,0,0,0
S-12073,U-3073,P-1615,10,0.15,6,0,0,0
S-12074,U-3074,P-1639,81,1.0,2,1,0,0
S-12075,U-3075,P-1896,71,0.67,0,0,0,0
S-12076,U-3076,P-1592,181,0.99,0,1,0,0
S-12077,U-3077,P-1794,57,0.49,2,0,0,0
S-12078,U-3078,P-1007,202,0.85,3,0,1,0
S-12079,U-3079,P-1491,166,0.62,8,1,0,0
S-12080,U-3080,P-1702,69,0.59,9,0,0,0
S-12081,U-3081,P-1083,137,0.92,0,1,0,0
S-12082,U-3082,P-1795,68,0.14,7,1,0,0
S-12083,U-3083,P-1949,218,0.85,2,1,0,0
S-12084,U-3084,P-1602,55,0.37,2,1,0,0
S-12085,U-3085,P-1084,29,0.38,8,0,0,0
S-12086,U-3086,P-1624,149,0.93,7,0,1,0
S-12087,U-3087,P-1639,126,0.68,1,1,0,0
S-12088,U-3088,P-1448,141,0.12,9,1,0,0
S-12089,U-3089,P-1179,126,0.68,2,1,0,0
S-12090,U-3090,P-1894,122,0.6,1,0,0,0
S-12091,U-3091,P-1309,290,0.78,1,1,0,0
S-12092,U-3092,P-1751,200,0.21,7,1,0,0
S-12093,U-3093,P-1039,288,0.48,5,0,0,0
S-12094,U-3094,P-1649,33,0.35,7,0,0,0
S-12095,U-3095,P-1170,63,0.2,9,1,1,0
S-12096,U-3096,P-1410,223,0.98,7,0,0,0
S-12097,U-3097,P-1406,180,0.99,7,1,0,0
S-12098,U-3098,P-1697,77,0.51,5,1,0,0
S-12099,U-3099,P-1397,45,0.16,0,0,0,0
S-12100,U-3100,P-1391,81,0.2,0,1,0,0
S-12101,U-3101,P-1479,231,0.48,3,1,0,0
S-12102,U-3102,P-1045,260,0.16,0,1,0,0
S-12103,U-3103,P-1197,287,0.61,1,0,0,0
S-12104,U-3104,P-1555,131,0.69,7,0,0,0
S-12105,U-3105,P-1765,251,0.65,7,0,0,0
S-12106,U-3106,P-1529,225,0.57,3,1,0,0
S-12107,U-3107,P-1838,20,0.97,4,1,0,0
S-12108,U-3108,P-1246,272,0.34,7,1,0,0
S-12109,U-3109,P-1002,227,0.5,0,1,0,0
S-12110,U-3110,P-1825,181,0.69,6,0,1,0
S-12111,U-3111,P-1659,298,0.84,9,0,0,0
S-12112,U-3112,P-1465,103,0.57,4,0,0,0
S-12113,U-3113,P-1069,58,0.23,0,1,0,0
S-12114,U-3114,P-1679,53,0.75,1,1,0,0
S-12115,U-3115,P-1008,285,0.94,7,0,0,0
S-12116,U-3116,P-1138,17,0.37,9,1,0,0
S-12117,U-3117,P-1355,121,0.21,1,1,1,1
S-12118,U-3118,P-1189,15,0.73,4,1,0,0
S-12119,U-3119,P-1662,80,0.43,8,1,0,0
S-12120,U-3120,P-1834,170,0.8,6,0,0,0
S-12121,U-3121,P-1949,219,0.44,3,0,0,0
S-12122,U-3122,P-1066,223,0.4,1,0,0,0
S-12123,U-3123,P-1279,291,0.2,9,1,0,0
S-12124,U-3124,P-1415,234,0.71,1,1,0,0
S-12125,U-3125,P-1901,51,0.4,0,1,0,0
S-12126,U-3126,P-1716,289,0.43,1,0,0,0
S-12127,U-3127,P-1233,117,0.98,7,1,0,0
S-12128,U-3128,P-1461,124,0.67,0,1,0,0
S-12129,U-3129,P-1484,69,0.95,1,1,0,0
S-12130,U-3130,P-1627,56,0.96,5,0,0,0
S-12131,U-3131,P-1697,218,0.53,2,1,0,0
S-12132,U-3132,P-1906,168,0.77,7,1,0,0
S-12133,U-3133,P-1472,221,0.65,5,1,0,0
S-12134,U-3134,P-1355,17,0.21,7,0,0,0
S-12135,U-3135,P-1630,130,0.22,6,1,0,0
S-12136,U-3136,P-1178,254,0.19,1,0,0,0
S-12137,U-3137,P-1249,236,0.72,9,0,0,0
S-12138,U-3138,P-1625,299,0.83,7,1,0,0
S-12139,U-3139,P-1275,101,0.81,7,1,0,0
S-12140,U-3140,P-1496,119,0.41,1,0,0,0
S-12141,U-3141,P-1274,144,0.64,3,1,0,0
S-12142,U-3142,P-1106,75,0.89,7,0,0,0
S-12143,U-3143,P-1631,260,0.61,1,1,0,0
S-12144,U-3144,P-1393,112,0.31,2,1,0,0
S-12145,U-3145,P-1113,191,0.12,7,1,0,0
S-12146,U-3146,P-1244,34,0.28,0,1,0,0
S-12147,U-3147,P-1333,5,0.56,7,1,0,0
S-12148,U-3148,P-1689,180,0.63,6,1,0,0
S-12149,U-3149,P-1170,46,0.67,8,0,1,0
S-12150,U-3150,P-1751,208,0.22,9,1,0,0
S-12151,U-3151,P-1549,109,0.61,1,0,0,0
S-12152,U-3152,P-1522,249,0.58,0,0,0,0
S-12153,U-3153,P-1541,87,0.86,5,0,0,0
S-12154,U-3154,P-1809,43,0.92,0,0,1,0
S-12155,U-3155,P-1433,136,0.62,2,0,0,0
S-12156,U-3156,P-1563,161,0.65,7,0,0,0
S-12157,U-3157,P-1475,182,0.18,4,0,0,0
S-12158,U-3158,P-1384,145,0.7,6,1,0,0
S-12159,U-3159,P-1943,243,0.92,1,1,0,0
S-12160,U-3160,P-1241,215,0.61,9,1,0,0
S-12161,U-3161,P-1658,153,0.38,4,1,0,0
S-12162,U-3162,P-1263,278,0.11,2,0,0,0
S-12163,U-3163,P-1202,212,0.52,7,1,0,0
S-12164,U-3164,P-1930,245,0.31,4,1,0,0
S-12165,U-3165,P-1131,95,0.92,5,1,0,0
S-12166,U-3166,P-1791,180,0.86,7,1,0,0
S-12167,U-3167,P-1128,109,0.6,7,1,0,0
S-12168,U-3168,P-1227,178,0.64,5,0,0,0
S-12169,U-3169,P-1427,270,0.47,7,0,0,0
S-12170,U-3170,P-1663,169,0.81,0,1,0,0
S-12171,U-3171,P-1327,120,0.35,6,1,0,0
S-12172,U-3172,P-1960,168,0.31,4,1,0,0
S-12173,U-3173,P-1298,211,0.59,6,0,0,0
S-12174,U-3174,P-1245,118,0.79,9,1,1,1
S-12175,U-3175,P-1806,128,0.79,2,1,0,0
S-12176,U-3176,P-1486,41,0.4,6,1,0,0
S-12177,U-3177,P-1505,243,0.64,4,0,0,0
S-12178,U-3178,P-1945,125,0.35,9,1,0,0
S-12179,U-3179,P-1085,269,0.29,2,0,0,0
S-12180,U-3180,P-1362,140,0.98,9,1,1,1
S-12181,U-3181,P-1093,98,1.0,9,0,0,0
S-12182,U-3182,P-1953,46,0.65,7,0,0,0
S-12183,U-3183,P-1847,59,0.17,7,0,0,0
S-12184,U-3184,P-1922,133,0.98,8,1,0,0
S-12185,U-3185,P-1196,182,0.36,0,0,0,0
S-12186,U-3186,P-1367,41,0.63,5,1,1,0
S-12187,U-3187,P-1317,169,0.33,5,1,0,0
S-12188,U-3188,P-1893,12,0.44,1,0,0,0
S-12189,U-3189,P-1661,129,0.53,5,1,1,1
S-12190,U-3190,P-1626,23,0.74,3,0,0,0
S-12191,U-3191,P-1986,56,0.51,5,0,0,0
S-12192,U-3192,P-1496,32,0.59,1,0,0,0
S-12193,U-3193,P-1106,275,0.11,9,0,0,0
S-12194,U-3194,P-1413,40,0.74,7,0,0,0
S-12195,U-3195,P-1291,274,0.95,7,1,0,0
S-12196,U-3196,P-1855,31,0.39,8,1,1,1
S-12197,U-3197,P-1754,135,0.88,4,0,1,0
S-12198,U-3198,P-1417,181,0.92,9,1,0,0
S-12199,U-3199,P-1607,72,0.76,0,0,1,0
S-12200,U-3200,P-1540,37,0.77,8,1,0,0
S-12201,U-3201,P-1158,102,0.36,6,1,1,0
S-12202,U-3202,P-1597,238,0.97,3,0,0,0
S-12203,U-3203,P-1453,51,0.26,3,1,0,0
S-12204,U-3204,P-1058,260,0.64,4,1,0,0
S-12205,U-3205,P-1093,285,0.24,1,1,0,0
S-12206,U-3206,P-1388,176,0.17,5,0,0,0
S-12207,U-3207,P-1925,94,0.54,6,1,0,0
S-12208,U-3208,P-1931,174,0.77,3,1,0,0
S-12209,U-3209,P-1787,31,0.1,6,1,0,0
S-12210,U-3210,P-1155,231,0.89,7,1,0,0
S-12211,U-3211,P-1858,184,0.59,5,1,0,0
S-12212,U-3212,P-1168,1,0.26,2,0,0,0
S-12213,U-3213,P-1889,71,0.24,1,1,0,0
S-12214,U-3214,P-1109,81,0.74,4,0,0,0
S-12215,U-3215,P-1768,201,0.11,5,0,0,0
S-12216,U-3216,P-1832,271,0.91,5,0,0,0
S-12217,U-3217,P-1536,12,0.11,4,0,0,0
S-12218,U-3218,P-1119,33,0.28,8,0,0,0
S-12219,U-3219,P-1090,232,0.48,0,0,0,0
S-12220,U-3220,P-1454,140,0.6,5,1,0,0
S-12221,U-3221,P-1260,5,0.38,6,0,0,0
S-12222,U-3222,P-1933,70,0.34,0,0,0,0
S-12223,U-3223,P-1742,5,0.9,6,0,0,0
S-12224,U-3224,P-1811,48,0.81,0,0,0,0
S-12225,U-3225,P-1924,171,0.95,0,1,0,0
S-12226,U-3226,P-1188,4,0.99,6,0,0,0
S-12227,U-3227,P-1194,45,0.18,1,1,0,0
S-12228,U-3228,P-1414,210,0.87,1,1,0,0
S-12229,U-3229,P-1886,71,0.65,0,1,0,0
S-12230,U-3230,P-1731,166,0.63,5,1,0,0
S-12231,U-3231,P-1957,98,0.79,6,0,0,0
S-12232,U-3232,P-1226,78,0.42,2,0,0,0
S-12233,U-3233,P-1785,219,0.88,0,0,0,0
S-12234,U-3234,P-1219,154,0.21,5,0,0,0
S-12235,U-3235,P-1128,144,0.75,2,1,0,0
S-12236,U-3236,P-1480,258,0.38,2,0,1,0
S-12237,U-3237,P-1388,195,0.26,5,0,0,0
S-12238,U-3238,P-1334,102,0.86,7,1,0,0
S-12239,U-3239,P-1927,241,0.37,0,0,0,0
S-12240,U-3240,P-1413,5,0.43,9,0,0,0
S-12241,U-3241,P-1936,88,0.63,1,0,0,0
S-12242,U-3242,P-1864,3,0.66,1,1,0,0
S-12243,U-3243,P-1296,239,0.39,8,0,0,0
S-12244,U-3244,P-1294,169,0.97,9,0,0,0
S-12245,U-3245,P-1925,231,0.1,4,0,0,0
S-12246,U-3246,P-1971,50,0.13,8,0,0,0
S-12247,U-3247,P-1808,157,0.95,1,0,0,0
S-12248,U-3248,P-1947,167,0.84,4,0,0,0
S-12249,U-3249,P-1397,174,0.33,0,0,0,0
S-12250,U-3250,P-1919,215,0.13,6,1,0,0
S-12251,U-3251,P-1249,59,0.34,1,0,0,0
S-12252,U-3252,P-1134,13,0.59,1,0,0,0
S-12253,U-3253,P-1756,82,0.77,7,0,0,0
S-12254,U-3254,P-1259,216,0.72,8,1,0,0
S-12255,U-3255,P-1624,151,0.15,2,1,0,0
S-12256,U-3256,P-1362,85,0.94,3,1,0,0
S-12257,U-3257,P-1698,211,0.47,5,1,1,1
S-12258,U-3258,P-1868,103,0.7,3,0,0,0
S-12259,U-3259,P-1594,145,0.62,1,1,0,0
S-12260,U-3260,P-1427,126,0.4,1,1,0,0
S-12261,U-3261,P-1181,125,0.44,4,1,0,0
S-12262,U-3262,P-1451,170,0.25,5,0,0,0
S-12263,U-3263,P-1838,133,0.34,7,0,0,0
S-12264,U-3264,P-1480,72,0.5,6,1,0,0
S-12265,U-3265,P-1864,2,0.59,0,1,0,0
S-12266,U-3266,P-1225,284,0.85,7,0,0,0
S-12267,U-3267,P-1041,220,0.29,0,0,1,0
S-12268,U-3268,P-1775,194,0.71,9,1,0,0
S-12269,U-3269,P-1968,193,0.45,0,1,0,0
S-12270,U-3270,P-1069,149,0.17,7,1,0,0
S-12271,U-3271,P-1979,205,0.18,8,0,0,0
S-12272,U-3272,P-1422,232,0.51,4,1,0,0
S-12273,U-3273,P-1069,293,0.35,9,0,0,0
S-12274,U-3274,P-1996,295,0.11,9,1,0,0
S-12275,U-3275,P-1119,262,0.6,1,1,0,0
S-12276,U-3276,P-1098,238,0.73,9,0,0,0
S-12277,U-3277,P-1773,103,0.61,0,1,0,0
S-12278,U-3278,P-1974,228,0.86,5,0,0,0
S-12279,U-3279,P-1043,255,0.5,8,0,0,0
S-12280,U-3280,P-1840,47,0.83,0,1,0,0
S-12281,U-3281,P-1296,285,0.14,0,1,0,0
S-12282,U-3282,P-1495,52,0.38,9,1,0,0
S-12283,U-3283,P-1189,98,0.37,8,1,0,0
S-12284,U-3284,P-1567,38,0.15,4,1,0,0
S-12285,U-3285,P-1344,73,0.32,0,1,0,0
S-12286,U-3286,P-1777,213,0.81,6,0,0,0
S-12287,U-3287,P-1290,129,0.52,0,1,0,0
S-12288,U-3288,P-1106,54,0.33,7,0,0,0
S-12289,U-3289,P-1058,25,0.38,4,0,0,0
S-12290,U-3290,P-1799,110,0.76,2,1,1,0
S-12291,U-3291,P-1727,191,0.23,0,1,0,0
S-12292,U-3292,P-1985,99,0.24,6,0,1,0
S-12293,U-3293,P-1404,108,0.65,6,0,0,0
S-12294,U-3294,P-1677,208,0.86,6,1,1,0
S-12295,U-3295,P-1703,2,0.67,4,1,0,0
S-12296,U-3296,P-1679,131,0.59,2,0,0,0
S-12297,U-3297,P-1957,96,0.41,0,1,0,0
S-12298,U-3298,P-1560,78,0.68,7,1,0,0
S-12299,U-3299,P-1232,5,0.11,3,1,0,0
S-12300,U-3300,P-1794,293,0.17,3,1,1,1
S-12301,U-3301,P-1845,235,0.35,2,1,0,0
S-12302,U-3302,P-1255,232,0.13,5,0,1,0
S-12303,U-3303,P-1230,107,0.52,4,0,0,0
S-12304,U-3304,P-1136,184,1.0,2,1,0,0
S-12305,U-3305,P-1196,214,0.11,4,1,0,0
S-12306,U-3306,P-1107,198,0.19,5,0,0,0
S-12307,U-3307,P-1500,174,0.31,6,1,1,1
S-12308,U-3308,P-1928,194,0.84,1,1,0,0
S-12309,U-3309,P-1320,151,0.87,8,1,0,0
S-12310,U-3310,P-1917,128,0.25,7,1,0,0
S-12311,U-3311,P-1314,199,0.29,9,0,0,0
S-12312,U-3312,P-1651,54,0.25,0,1,1,1
S-12313,U-3313,P-1252,211,0.33,6,1,0,0
S-12314,U-3314,P-1635,247,0.97,2,0,0,0
S-12315,U-3315,P-1782,134,0.6,4,0,0,0
S-12316,U-3316,P-1602,221,0.46,9,0,0,0
S-12317,U-3317,P-1624,52,0.34,7,0,0,0
S-12318,U-3318,P-1339,233,0.31,8,0,0,0
S-12319,U-3319,P-1366,148,0.85,3,1,0,0
S-12320,U-3320,P-1415,163,0.41,4,1,0,0
S-12321,U-3321,P-1976,134,0.76,3,1,0,0
S-12322,U-3322,P-1051,138,0.93,0,1,0,0
S-12323,U-3323,P-1273,282,0.33,4,1,0,0
S-12324,U-3324,P-1037,207,0.29,2,0,0,0
S-12325,U-3325,P-1567,93,0.59,4,0,0,0
S-12326,U-3326,P-1686,194,0.32,4,0,0,0
S-12327,U-3327,P-1592,75,0.19,2,1,0,0
S-12328,U-3328,P-1175,242,0.58,0,1,0,0
S-12329,U-3329,P-1536,46,0.85,7,1,0,0
S-12330,U-3330,P-1068,139,0.44,1,1,1,1
S-12331,U-3331,P-1221,235,0.13,9,1,0,0
S-12332,U-3332,P-1268,206,0.35,4,1,0,0
S-12333,U-3333,P-1326,194,0.65,7,1,0,0
S-12334,U-3334,P-1656,185,0.9,9,0,0,0
S-12335,U-3335,P-1993,118,0.34,5,0,0,0
S-12336,U-3336,P-1054,213,0.35,7,0,0,0
S-12337,U-3337,P-1216,275,0.64,7,0,0,0
S-12338,U-3338,P-1164,131,0.94,5,1,1,0
S-12339,U-3339,P-1492,250,0.19,3,1,0,0
S-12340,U-3340,P-1198,226,0.81,4,1,0,0
S-12341,U-3341,P-1440,168,0.5,0,1,0,0
S-12342,U-3342,P-1640,66,0.82,6,0,1,0
S-12343,U-3343,P-1881,96,0.45,5,0,0,0
S-12344,U-3344,P-1987,71,0.41,5,1,0,0
S-12345,U-3345,P-1947,164,0.36,0,1,0,0
S-12346,U-3346,P-1733,135,0.26,3,0,0,0
S-12347,U-3347,P-1365,91,0.65,9,0,0,0
S-12348,U-3348,P-1005,5,0.86,4,0,0,0
S-12349,U-3349,P-1818,262,0.36,3,0,0,0
S-12350,U-3350,P-1053,262,0.88,1,1,0,0
S-12351,U-3351,P-1299,99,0.7,5,0,0,0
S-12352,U-3352,P-1670,76,0.2,5,1,0,0
S-12353,U-3353,P-1643,110,0.63,9,1,0,0
S-12354,U-3354,P-1220,2,0.5,7,1,0,0
S-12355,U-3355,P-1685,26,0.83,7,0,0,0
S-12356,U-3356,P-1294,264,0.43,7,1,0,0
S-12357,U-3357,P-1697,51,0.39,9,1,0,0
S-12358,U-3358,P-1555,211,0.99,1,0,0,0
S-12359,U-3359,P-1836,229,0.91,9,0,0,0
S-12360,U-3360,P-1077,121,0.72,0,0,0,0
S-12361,U-3361,P-1517,158,0.65,8,1,0,0
S-12362,U-3362,P-1713,101,0.25,8,0,0,0
S-12363,U-3363,P-1798,203,0.6,1,0,1,0
S-12364,U-3364,P-1568,259,0.63,2,0,0,0
S-12365,U-3365,P-1014,241,0.75,2,0,0,0
S-12366,U-3366,P-1880,5,0.6,4,0,0,0
S-12367,U-3367,P-1706,295,0.5,9,1,0,0
S-12368,U-3368,P-1820,161,0.16,7,1,0,0
S-12369,U-3369,P-1768,180,0.68,8,0,0,0
S-12370,U-3370,P-1794,208,0.41,5,1,0,0
S-12371,U-3371,P-1550,253,0.93,3,1,0,0
S-12372,U-3372,P-1252,116,0.57,2,0,0,0
S-12373,U-3373,P-1323,18,0.2,7,1,0,0
S-12374,U-3374,P-1855,150,0.74,0,0,0,0
S-12375,U-3375,P-1147,216,0.28,7,0,1,1
S-12376,U-3376,P-1116,240,0.55,1,1,0,0
S-12377,U-3377,P-1333,50,0.74,7,0,0,0
S-12378,U-3378,P-1796,68,0.5,6,0,1,1
S-12379,U-3379,P-1131,166,0.97,1,1,0,0
S-12380,U-3380,P-1667,208,0.36,6,0,0,0
S-12381,U-3381,P-1823,66,0.51,1,1,0,0
S-12382,U-3382,P-1643,189,0.24,1,1,0,0
S-12383,U-3383,P-1810,299,0.83,2,0,0,0
S-12384,U-3384,P-1462,168,0.84,3,1,0,0
S-12385,U-3385,P-1764,63,0.12,0,0,0,0
S-12386,U-3386,P-1558,3,0.75,9,0,0,0
S-12387,U-3387,P-1363,189,0.18,3,0,0,0
S-12388,U-3388,P-1404,15,0.25,4,0,0,0
S-12389,U-3389,P-1798,96,0.54,7,0,0,0
S-12390,U-3390,P-1826,144,0.14,3,0,1,1
S-12391,U-3391,P-1309,126,0.49,4,0,0,0
S-12392,U-3392,P-1935,187,0.42,6,1,0,0
S-12393,U-3393,P-1298,75,0.33,1,1,0,0
S-12394,U-3394,P-1315,162,0.45,6,0,0,0
S-12395,U-3395,P-1404,121,0.67,8,0,0,0
S-12396,U-3396,P-1661,209,0.13,7,1,0,0
S-12397,U-3397,P-1717,246,0.87,0,1,0,0
S-12398,U-3398,P-1396,78,0.15,1,1,0,0
S-12399,U-3399,P-1437,81,0.46,5,0,0,0
S-12400,U-3400,P-1824,1,0.5,2,0,0,0
S-12401,U-3401,P-1681,106,0.26,1,0,0,0
S-12402,U-3402,P-1013,218,0.46,4,1,0,0
S-12403,U-3403,P-1538,193,0.84,9,1,0,0
S-12404,U-3404,P-1187,274,0.52,5,0,0,0
S-12405,U-3405,P-1679,164,0.5,2,1,0,0
S-12406,U-3406,P-1561,136,0.82,3,0,0,0
S-12407,U-3407,P-1646,226,0.11,2,1,0,0
S-12408,U-3408,P-1108,109,0.86,1,1,1,0
S-12409,U-3409,P-1189,15,0.64,8,1,0,0
S-12410,U-3410,P-1484,277,0.52,9,1,0,0
S-12411,U-3411,P-1493,5,0.87,1,0,0,0
S-12412,U-3412,P-1877,118,0.94,6,0,0,0
S-12413,U-3413,P-1682,232,0.18,0,0,0,0
S-12414,U-3414,P-1554,22,0.61,4,0,0,0
S-12415,U-3415,P-1485,259,0.99,6,0,0,0
S-12416,U-3416,P-1511,124,0.98,4,0,0,0
S-12417,U-3417,P-1390,180,0.54,9,0,0,0
S-12418,U-3418,P-1100,235,0.3,0,1,0,0
S-12419,U-3419,P-1975,144,0.29,7,0,0,0
S-12420,U-3420,P-1105,174,0.39,5,0,0,0
S-12421,U-3421,P-1792,17,0.61,2,1,0,0
S-12422,U-3422,P-1928,113,0.91,4,0,0,0
S-12423,U-3423,P-1978,269,0.98,1,0,0,0
S-12424,U-3424,P-1334,33,0.27,9,0,0,0
S-12425,U-3425,P-1135,48,0.6,3,1,1,0
S-12426,U-3426,P-1945,64,0.63,2,1,0,0
S-12427,U-3427,P-1320,18,0.74,9,1,0,0
S-12428,U-3428,P-1988,256,0.17,5,1,0,0
S-12429,U-3429,P-1554,264,0.41,2,1,0,0
S-12430,U-3430,P-1690,96,0.93,2,0,0,0
S-12431,U-3431,P-1453,253,0.2,8,1,0,0
S-12432,U-3432,P-1788,52,0.91,0,0,0,0
S-12433,U-3433,P-1103,159,0.6,0,1,0,0
S-12434,U-3434,P-1866,27,0.82,8,0,0,0
S-12435,U-3435,P-1703,1,0.58,4,1,0,0
S-12436,U-3436,P-1328,178,0.53,5,0,0,0
S-12437,U-3437,P-1970,99,0.89,2,1,0,0
S-12438,U-3438,P-1835,84,0.27,7,0,0,0
S-12439,U-3439,P-1545,256,0.14,1,0,0,0
S-12440,U-3440,P-1660,275,0.89,9,0,0,0
S-12441,U-3441,P-1487,258,0.31,4,0,0,0
S-12442,U-3442,P-1453,203,0.64,3,1,0,0
S-12443,U-3443,P-1248,138,0.36,0,1,0,0
S-12444,U-3444,P-1215,218,0.51,2,1,0,0
S-12445,U-3445,P-1520,171,0.46,7,0,0,0
S-12446,U-3446,P-1278,148,0.67,8,1,0,0
S-12447,U-3447,P-1340,231,0.45,3,1,0,0
S-12448,U-3448,P-1864,213,0.53,9,1,0,0
S-12449,U-3449,P-1601,277,0.58,3,1,1,0
S-12450,U-3450,P-1547,220,0.96,9,1,0,0
S-12451,U-3451,P-1159,187,0.15,0,0,0,0
S-12452,U-3452,P-1511,192,0.97,4,1,0,0
S-12453,U-3453,P-1054,148,0.74,9,0,0,0
S-12454,U-3454,P-1911,244,0.93,1,0,0,0
S-12455,U-3455,P-1503,20,0.18,6,0,0,0
S-12456,U-3456,P-1772,147,0.4,5,0,0,0
S-12457,U-3457,P-1658,10,0.37,1,1,0,0
S-12458,U-3458,P-1700,84,0.22,5,0,0,0
S-12459,U-3459,P-1290,257,0.37,3,0,1,0
S-12460,U-3460,P-1375,275,0.89,8,1,0,0
S-12461,U-3461,P-1616,37,0.49,5,0,0,0
S-12462,U-3462,P-1783,59,0.35,8,1,0,0
S-12463,U-3463,P-1044,26,0.2,9,1,0,0
S-12464,U-3464,P-1592,159,0.41,6,1,0,0
S-12465,U-3465,P-1446,183,0.99,4,0,0,0
S-12466,U-3466,P-1230,17,0.98,8,1,0,0
S-12467,U-3467,P-1902,53,0.96,8,0,0,0
S-12468,U-3468,P-1797,30,0.49,0,1,0,0
S-12469,U-3469,P-1526,112,0.33,7,1,0,0
S-12470,U-3470,P-1233,42,0.99,9,1,0,0
S-12471,U-3471,P-1472,134,0.11,6,0,0,0
S-12472,U-3472,P-1798,44,0.43,0,1,0,0
S-12473,U-3473,P-1738,8,0.39,5,0,0,0
S-12474,U-3474,P-1666,209,0.11,0,0,0,0
S-12475,U-3475,P-1521,136,0.62,0,1,0,0
S-12476,U-3476,P-1771,97,0.87,6,0,0,0
S-12477,U-3477,P-1965,38,0.12,7,1,0,0
S-12478,U-3478,P-1338,124,0.75,9,0,0,0
S-12479,U-3479,P-1443,267,0.35,0,0,0,0
S-12480,U-3480,P-1655,204,0.97,7,1,1,0
S-12481,U-3481,P-1312,285,0.86,9,0,1,0
S-12482,U-3482,P-1392,188,0.23,6,0,0,0
S-12483,U-3483,P-1342,59,0.36,4,1,0,0
S-12484,U-3484,P-1796,65,0.72,4,0,0,0
S-12485,U-3485,P-1605,47,0.96,1,1,0,0
S-12486,U-3486,P-1494,11,0.74,9,1,0,0
S-12487,U-3487,P-1498,276,0.48,1,1,0,0
S-12488,U-3488,P-1906,205,0.79,3,1,0,0
S-12489,U-3489,P-1854,3,0.72,3,0,0,0
S-12490,U-3490,P-1107,36,0.82,1,1,0,0
S-12491,U-3491,P-1394,298,0.66,6,0,0,0
S-12492,U-3492,P-1338,260,0.4,9,1,0,0
S-12493,U-3493,P-1763,96,0.93,5,1,0,0
S-12494,U-3494,P-1431,283,0.36,0,0,0,0
S-12495,U-3495,P-1346,185,0.83,8,0,1,1
S-12496,U-3496,P-1464,90,0.7,6,1,0,0
S-12497,U-3497,P-1832,261,0.12,9,1,0,0
S-12498,U-3498,P-1687,274,0.54,6,0,0,0
S-12499,U-3499,P-1312,40,0.87,3,1,0,0
S-12500,U-3500,P-1570,209,0.98,4,0,0,0
S-12501,U-3501,P-1394,147,0.64,6,1,0,0
S-12502,U-3502,P-1798,146,0.71,8,1,0,0
S-12503,U-3503,P-1144,147,0.5,8,1,0,0
S-12504,U-3504,P-1958,257,0.75,7,0,0,0
S-12505,U-3505,P-1766,168,0.56,5,0,0,0
S-12506,U-3506,P-1592,195,0.76,3,1,0,0
S-12507,U-3507,P-1006,268,0.29,3,0,0,0
S-12508,U-3508,P-1372,45,0.29,3,0,0,0
S-12509,U-3509,P-1632,151,0.59,3,0,0,0
S-12510,U-3510,P-1727,246,0.49,7,0,0,0
S-12511,U-3511,P-1883,33,0.61,6,1,0,0
S-12512,U-3512,P-1849,245,0.94,2,0,0,0
S-12513,U-3513,P-1434,98,0.94,5,0,1,0
S-12514,U-3514,P-1936,124,0.77,5,0,1,0
S-12515,U-3515,P-1368,23,0.4,1,0,0,0
S-12516,U-3516,P-1954,102,0.93,8,1,0,0
S-12517,U-3517,P-1359,195,0.13,3,0,0,0
S-12518,U-3518,P-1542,77,0.85,2,1,1,0
S-12519,U-3519,P-1899,260,0.43,0,0,0,0
S-12520,U-3520,P-1815,289,0.88,5,1,1,0
S-12521,U-3521,P-1927,234,0.16,1,0,0,0
S-12522,U-3522,P-1698,216,0.21,8,0,0,0
