session_id,user_id,product_id,dwell_time_seconds,scroll_depth_pct,variant_clicks,reviews_expanded,added_to_cart,purchased,category,base_price,image_count,description_word_count,variant_count,has_size_chart,rating,review_count,PRI,VRS,SPI,EDI
S-13149,U-4149,P-1862,132,0.26,0,0,0,0,Watch,859.25,3,108,7,0,4.6,251,1.5636373562381716,0.42,5.087074760510509,5.076923076923077
S-13150,U-4150,P-1067,7,0.47,0,0,0,0,T-shirt,65.6,5,51,10,0,5.0,633,0.2946063681681412,0.7,6.452048954437226,0.14893617021276595
S-13151,U-4151,P-1824,1,0.45,0,0,0,0,Shoes,37.55,8,27,9,0,3.4,1036,0.16731274785010916,0.7,4.721979301596078,0.022222222222222223
S-13152,U-4152,P-1182,177,0.81,7,1,0,0,Electronics,1042.16,6,46,12,1,3.7,972,0.9399159436497774,1.0,5.091484220817644,2.185185185185185
S-13153,U-4153,P-1223,276,0.3,3,0,0,0,Home & Living,14.42,1,433,12,0,2.6,918,0.06074392350141118,0.13999999999999999,3.5481087836249574,9.2
S-13154,U-4154,P-1929,147,0.97,1,0,0,0,Shoes,23.78,5,269,2,1,1.6,1195,0.1059573140845698,1.0,2.2677561390433847,1.5154639175257731
S-13155,U-4155,P-1740,79,0.41,9,0,0,0,Shoes,277.5,5,16,11,1,4.1,517,1.2364657131399546,1.0,5.124979698652775,1.9268292682926829
S-13156,U-4156,P-1341,175,0.22,3,0,0,0,Watch,632.8,5,268,11,0,1.7,485,1.1515504440238753,0.7,2.103310932126168,7.954545454545454
S-13157,U-4157,P-1840,168,0.6,9,0,0,0,Electronics,1208.28,2,255,7,0,3.4,293,1.0897382708923322,0.27999999999999997,3.864834241790303,2.8
S-13158,U-4158,P-1035,173,0.36,6,0,0,0,Home & Living,248.5,8,292,11,0,2.4,283,1.046800623446649,0.7,2.7115076343173787,4.805555555555555
S-13159,U-4159,P-1538,84,0.32,3,1,0,0,T-shirt,294.7,1,259,10,0,3.1,806,1.3234831813895003,0.13999999999999999,4.1498606743273685,2.625
S-13160,U-4160,P-1220,5,0.19,3,1,0,0,Shoes,126.4,6,11,7,0,4.4,1004,0.5632045626698748,0.7,6.083213682033996,0.2631578947368421
S-13161,U-4161,P-1630,1,0.52,5,1,0,0,T-shirt,161.15,4,15,8,1,3.2,1129,0.7237167108276823,0.8599999999999999,4.499182663492087,0.019230769230769232
S-13162,U-4162,P-1810,229,0.14,6,1,0,0,Shoes,69.49,2,363,6,0,2.3,894,0.309628837499443,0.27999999999999997,3.1265389104064334,16.357142857142854
S-13163,U-4163,P-1834,171,0.53,7,1,0,0,Electronics,623.58,1,80,8,1,4.1,767,0.5624019192265374,0.43999999999999995,5.447907581181091,3.2264150943396226
S-13164,U-4164,P-1441,153,0.5,7,0,0,0,Watch,724.63,5,107,2,0,2.9,1147,1.318659921385937,0.7,4.086550414590116,3.06
S-13165,U-4165,P-1151,121,0.88,9,0,0,0,Home & Living,409.38,1,431,2,0,2.6,997,1.7245039807911033,0.13999999999999999,3.5909917036819614,1.375
S-13166,U-4166,P-1396,18,0.27,7,0,0,0,Watch,839.15,4,394,12,0,1.6,482,1.5270599796185762,0.5599999999999999,1.9776053291688231,0.6666666666666666
S-13167,U-4167,P-1688,2,0.11,3,0,0,0,Shoes,437.24,3,17,13,0,4.2,755,1.948224390678608,0.42,5.567554755990809,0.18181818181818182
S-13168,U-4168,P-1237,52,0.32,2,1,0,0,T-shirt,434.55,1,185,13,0,1.4,1182,1.9515426415772221,0.13999999999999999,1.9812264819139482,1.625
S-13169,U-4169,P-1322,208,0.46,1,0,0,0,T-shirt,392.3,4,335,9,0,1.9,187,1.7617999730542957,0.5599999999999999,1.9898479458753808,4.521739130434782
S-13170,U-4170,P-1942,109,0.98,8,1,0,0,Electronics,1548.49,8,220,7,1,1.1,25,1.3965710059705263,1.0,0.7167812383647262,1.1122448979591837
S-13171,U-4171,P-1831,290,0.6,8,0,0,0,Electronics,1561.22,4,113,5,0,1.1,356,1.4080520932917262,0.5599999999999999,1.2931018719915206,4.833333333333333
S-13172,U-4172,P-1035,251,0.68,8,0,0,0,Home & Living,248.5,8,292,11,0,2.4,283,1.046800623446649,0.7,2.7115076343173787,3.6911764705882355
S-13173,U-4173,P-1457,111,0.13,6,1,0,0,Watch,538.95,8,100,6,1,2.0,348,0.9807650313000438,1.0,2.342028768880971,8.538461538461538
S-13174,U-4174,P-1507,97,0.88,1,0,0,0,Electronics,1594.86,3,367,1,1,4.0,690,1.4383917458828621,0.72,5.230511859014136,1.1022727272727273
S-13175,U-4175,P-1158,211,0.58,1,0,0,0,Electronics,735.06,2,82,9,0,3.9,60,0.6629448583127401,0.27999999999999997,3.206481614055183,3.637931034482759
S-13176,U-4176,P-1941,221,0.54,3,1,1,1,Home & Living,166.81,8,107,9,1,4.8,280,0.7026833480770042,1.0,5.412820482560395,4.092592592592593
S-13177,U-4177,P-1315,48,0.58,1,0,0,0,T-shirt,222.67,2,328,4,1,3.4,762,1.0,0.58,4.513335461273431,0.8275862068965518
S-13178,U-4178,P-1704,243,0.13,3,0,0,0,Home & Living,231.08,2,217,14,0,2.2,305,0.9734192678714353,0.27999999999999997,2.518377444859048,18.692307692307693
S-13179,U-4179,P-1439,273,0.23,0,0,0,0,Watch,592.12,8,52,5,1,3.2,622,1.077522201193769,1.0,4.11810977202397,11.869565217391305
S-13180,U-4180,P-1235,4,0.13,5,1,1,1,Electronics,1410.1,1,10,3,1,3.6,1076,1.2717581485957539,0.43999999999999995,5.0269929675526,0.3076923076923077
S-13181,U-4181,P-1680,139,0.24,4,0,0,0,T-shirt,483.61,4,84,1,0,2.8,522,2.17186868460053,0.5599999999999999,3.5053656198763568,5.791666666666667
S-13182,U-4182,P-1274,242,0.77,1,1,0,0,Watch,428.73,1,150,5,1,1.3,993,0.7801899839860242,0.43999999999999995,1.7944516737307095,3.142857142857143
S-13183,U-4183,P-1317,97,0.4,1,1,0,0,Electronics,1983.14,4,84,7,1,4.8,836,1.7885784375620053,0.8599999999999999,6.460631107669896,2.425
S-13184,U-4184,P-1954,36,0.51,3,0,0,0,T-shirt,95.64,5,332,11,0,3.9,964,0.4295145282256254,0.7,5.36025991904441,0.7058823529411765
S-13185,U-4185,P-1583,241,0.84,8,1,0,0,Electronics,1798.57,4,186,11,1,3.3,307,1.6221161997871534,0.8599999999999999,3.7818658567625585,2.869047619047619
S-13186,U-4186,P-1540,126,0.58,9,1,0,0,T-shirt,180.01,6,422,10,1,2.0,990,0.8084160416760228,1.0,2.7594858137319953,2.1724137931034484
S-13187,U-4187,P-1234,48,0.65,6,0,1,1,Shoes,18.58,2,154,10,1,4.5,587,0.0827875061266319,0.58,5.7390542531087645,0.7384615384615385
S-13188,U-4188,P-1671,68,0.67,1,0,1,0,Home & Living,159.81,1,203,13,0,3.7,28,0.6731960065714647,0.13999999999999999,2.491798914189991,1.0149253731343284
S-13189,U-4189,P-1492,151,0.52,6,1,0,0,Home & Living,103.01,4,434,1,1,3.1,1018,0.4339272926408021,0.8599999999999999,4.294477760598089,2.9038461538461537
S-13190,U-4190,P-1702,114,0.39,4,1,1,1,Watch,74.52,8,352,13,0,4.5,333,0.1356092589896637,0.7,5.230026893679031,2.923076923076923
S-13191,U-4191,P-1501,51,0.22,7,0,0,0,T-shirt,254.04,3,63,2,0,4.6,1150,1.140881124534064,0.42,6.484515496024132,2.3181818181818183
S-13192,U-4192,P-1022,47,0.79,8,0,0,0,T-shirt,140.72,2,139,12,0,1.1,384,0.6319665873265371,0.27999999999999997,1.3097135335433128,0.5949367088607594
S-13193,U-4193,P-1320,94,0.2,6,1,0,0,Shoes,437.64,5,329,5,0,4.2,1097,1.9500066835984493,0.7,5.88104632253836,4.7
S-13194,U-4194,P-1827,278,0.24,3,0,0,0,Watch,602.64,4,338,5,1,3.6,844,1.0966661813946716,0.8599999999999999,4.8523223716971655,11.583333333333334
S-13195,U-4195,P-1983,82,0.31,3,0,0,0,Shoes,220.15,3,294,10,1,1.7,231,0.9809294657576972,0.72,1.8518907063665453,2.6451612903225805
S-13196,U-4196,P-1453,31,0.74,7,1,0,0,Electronics,774.58,1,116,11,0,4.8,929,0.6985876368621368,0.13999999999999999,6.561777202701409,0.4189189189189189
S-13197,U-4197,P-1696,262,0.76,7,1,0,0,Home & Living,453.71,4,104,10,1,4.3,721,1.9112431020683265,0.8599999999999999,5.66054161944783,3.4473684210526314
S-13198,U-4198,P-1419,254,0.72,8,1,0,0,Home & Living,403.94,6,39,4,1,4.7,775,1.7015881039639413,1.0,6.254903368972227,3.5277777777777777
S-13199,U-4199,P-1571,112,0.9,9,0,1,1,Electronics,668.83,6,65,12,0,2.0,1072,0.6032125399087286,0.7,2.7912854970522796,1.2444444444444445
S-13200,U-4200,P-1139,25,0.44,6,1,1,1,Electronics,1096.34,4,122,2,1,3.2,830,0.988780461408034,0.8599999999999999,4.302483068707487,0.5681818181818182
S-13201,U-4201,P-1570,169,0.33,5,1,0,0,Home & Living,269.64,5,135,9,1,1.5,235,1.135852394793378,1.0,1.639149541507683,5.121212121212121
S-13202,U-4202,P-1396,90,0.95,7,0,0,0,Watch,839.15,4,394,12,0,1.6,482,1.5270599796185762,0.5599999999999999,1.9776053291688231,0.9473684210526315
S-13203,U-4203,P-1616,288,0.28,6,0,0,0,Electronics,788.86,7,282,1,1,1.8,656,0.7114666570464836,1.0,2.3355662466544596,10.285714285714285
S-13204,U-4204,P-1777,157,0.82,1,0,0,0,Shoes,370.01,4,118,7,0,1.5,1092,1.6486655081762687,0.5599999999999999,2.0990044464529616,1.9146341463414633
S-13205,U-4205,P-1953,269,0.25,0,1,0,0,Shoes,492.44,6,256,1,0,1.4,614,2.194180813616718,0.7,1.7980542349858248,10.76
S-13206,U-4206,P-1506,193,0.56,8,1,0,0,Shoes,192.38,7,147,2,1,2.5,1187,0.8571937797977097,1.0,3.5400132499612953,3.446428571428571
S-13207,U-4207,P-1222,297,0.16,4,1,0,0,Shoes,56.68,1,388,9,0,2.6,1186,0.252550906741523,0.13999999999999999,3.6811758851970278,18.5625
S-13208,U-4208,P-1234,106,0.54,1,0,0,0,Shoes,18.58,2,154,10,1,4.5,587,0.0827875061266319,0.58,5.7390542531087645,1.962962962962963
S-13209,U-4209,P-1351,135,0.21,7,1,0,0,Electronics,339.9,8,427,2,0,3.7,155,0.30655314850556464,0.7,3.7368934453646574,6.428571428571429
S-13210,U-4210,P-1695,164,0.35,8,1,0,0,Shoes,325.54,5,181,6,0,3.4,421,1.450519092812904,0.7,4.1106036135444874,4.685714285714286
S-13211,U-4211,P-1270,137,0.5,2,0,0,0,Shoes,274.47,5,300,14,0,3.1,133,1.2229648442721561,0.7,3.0366606759695647,2.74
S-13212,U-4212,P-1784,74,0.4,3,0,0,0,Shoes,241.53,7,301,2,0,2.7,443,1.0761930223232188,0.7,3.2917452637134015,1.85
S-13213,U-4213,P-1753,47,0.15,1,1,0,0,Electronics,239.39,6,98,8,1,2.7,596,0.21590396652176266,1.0,3.4516352412320055,3.1333333333333333
S-13214,U-4214,P-1711,20,0.66,0,0,0,0,T-shirt,327.25,3,44,7,1,3.7,1037,1.4696636277900033,0.72,5.139337787157117,0.30303030303030304
S-13215,U-4215,P-1950,14,0.44,5,0,0,0,Shoes,271.2,3,407,6,0,1.5,454,1.2083945996524528,0.42,1.836089225685285,0.3181818181818182
S-13216,U-4216,P-1199,54,0.22,7,1,0,0,Watch,758.55,3,329,1,1,3.9,491,1.3803865191439801,0.72,4.834813398864,2.4545454545454546
S-13217,U-4217,P-1936,211,0.55,1,1,0,0,Watch,601.73,2,361,2,0,4.4,57,1.095010190711894,0.27999999999999997,3.5731898492808494,3.836363636363636
S-13218,U-4218,P-1618,123,0.26,1,0,0,0,Home & Living,292.47,5,292,13,0,2.1,1015,1.232023252875016,0.7,2.90792402381814,4.730769230769231
S-13219,U-4219,P-1776,161,0.18,3,1,0,0,Home & Living,101.12,7,419,13,1,2.0,26,0.4259657104343065,1.0,1.3183347464017316,8.944444444444445
S-13220,U-4220,P-1749,194,0.63,8,0,0,0,Shoes,209.81,6,344,6,1,3.7,803,0.9348571937797977,1.0,4.950303459192435,3.0793650793650795
S-13221,U-4221,P-1514,127,0.55,9,1,0,0,Watch,887.61,5,312,4,1,1.4,68,1.6152460329014413,1.0,1.1855498212872326,2.3090909090909086
S-13222,U-4222,P-1145,76,0.17,7,1,0,0,T-shirt,111.86,3,121,13,0,3.3,699,0.502357749135492,0.42,4.323713021128646,4.470588235294118
S-13223,U-4223,P-1196,17,0.31,2,1,0,0,T-shirt,90.18,7,294,13,1,1.9,1153,0.4049939372165088,1.0,2.679375989885857,0.5483870967741935
S-13224,U-4224,P-1307,138,0.45,0,0,0,0,Shoes,184.14,5,402,4,0,1.0,601,0.8204785456489774,0.7,1.2800514890617642,3.066666666666667
S-13225,U-4225,P-1742,144,0.22,1,0,0,0,Electronics,327.91,2,293,3,1,4.4,77,0.29573946138999624,0.58,3.833903767486841,6.545454545454546
S-13226,U-4226,P-1271,251,0.18,2,1,0,0,Electronics,678.89,1,408,5,1,1.7,129,0.6122855751366366,0.43999999999999995,1.6549617131548977,13.944444444444445
S-13227,U-4227,P-1973,286,0.7,5,1,0,0,Watch,170.75,8,236,10,1,2.8,756,0.31072572426845246,1.0,3.712443421924971,4.085714285714285
S-13228,U-4228,P-1745,18,0.39,0,1,0,0,Electronics,683.58,7,292,1,0,1.9,966,0.6165154494128683,0.7,2.6121954282722517,0.46153846153846156
S-13229,U-4229,P-1086,181,0.98,2,0,0,0,Home & Living,296.72,5,174,10,0,2.5,1108,1.2499262816462364,0.7,3.5056069936751837,1.846938775510204
S-13230,U-4230,P-1731,156,0.87,1,0,0,0,Home & Living,362.88,7,114,8,1,1.2,767,1.528623783647163,1.0,1.5945095359554413,1.793103448275862
S-13231,U-4231,P-1749,154,0.57,4,0,0,0,Shoes,209.81,6,344,6,1,3.7,803,0.9348571937797977,1.0,4.950303459192435,2.7017543859649127
S-13232,U-4232,P-1930,208,0.51,0,1,0,0,Electronics,869.87,6,371,6,0,3.3,953,0.784528941719728,0.7,4.528038023155869,4.078431372549019
S-13233,U-4233,P-1020,154,0.37,5,1,0,0,Electronics,522.0,3,243,12,0,4.8,1136,0.47078771262107905,0.42,6.754702554000515,4.162162162162162
S-13234,U-4234,P-1646,261,0.3,7,1,0,0,Shoes,104.78,6,383,13,1,4.5,931,0.46687163035244844,1.0,6.153599533217032,8.7
S-13235,U-4235,P-1447,108,0.64,9,1,1,1,Electronics,889.72,6,420,2,0,2.4,1145,0.8024315012897059,0.7,3.381135790691849,1.6875
S-13236,U-4236,P-1012,132,0.31,9,0,0,0,T-shirt,306.92,2,240,10,0,4.7,200,1.3783625993622852,0.27999999999999997,4.985106613575532,4.258064516129032
S-13237,U-4237,P-1013,248,0.16,0,1,0,0,Watch,110.38,7,71,8,1,3.9,725,0.2008662105109914,1.0,5.138289011563341,15.5
S-13238,U-4238,P-1788,177,0.22,2,1,0,0,Shoes,483.26,8,212,5,0,2.8,924,2.1532771911063584,0.7,3.8246844930069575,8.045454545454545
S-13239,U-4239,P-1031,129,0.12,7,0,0,0,Watch,403.67,1,108,9,0,2.1,877,0.7345865482602999,0.13999999999999999,2.8466115693267495,10.75
S-13240,U-4240,P-1934,272,0.22,6,1,0,0,Electronics,595.26,1,419,2,0,2.7,579,0.536860332978589,0.13999999999999999,3.4360351759118513,12.363636363636363
S-13241,U-4241,P-1589,23,0.57,4,1,0,0,Home & Living,356.98,2,278,11,0,4.1,848,1.5037701672353512,0.27999999999999997,5.530128532775305,0.4035087719298246
S-13242,U-4242,P-1203,266,0.69,2,1,0,0,T-shirt,88.8,6,126,2,0,2.7,1087,0.3987964252032155,0.7,3.7757320708045796,3.8550724637681157
S-13243,U-4243,P-1185,79,0.2,4,0,0,0,Watch,873.93,1,278,11,1,3.8,1193,1.5903515795603436,0.43999999999999995,5.384648863403936,3.95
S-13244,U-4244,P-1974,109,0.1,4,0,0,0,T-shirt,48.68,5,410,7,1,2.4,185,0.21861948174428528,1.0,2.5083584033823367,10.9
S-13245,U-4245,P-1395,265,0.36,4,0,0,0,Electronics,1670.95,5,60,10,1,3.0,382,1.5070167210808276,1.0,3.568820993508387,7.361111111111111
S-13246,U-4246,P-1309,271,0.75,3,0,0,0,Electronics,1699.74,6,321,3,1,1.5,1155,1.5329821966485688,1.0,2.1158163147696967,3.6133333333333333
S-13247,U-4247,P-1026,128,0.99,5,0,0,0,Watch,536.49,3,157,7,1,4.8,550,0.9762883971466008,0.72,6.059265416786798,1.292929292929293
S-13248,U-4248,P-1410,276,0.37,6,0,0,0,Home & Living,372.83,5,150,8,1,4.1,1151,1.5705379333586083,1.0,5.780388969829786,7.45945945945946
S-13249,U-4249,P-1940,17,0.11,5,0,0,0,Watch,65.84,6,190,11,1,1.8,254,0.119813655553938,1.0,1.9948548762570333,1.5454545454545454
S-13250,U-4250,P-1480,226,0.11,8,0,0,0,Watch,463.56,8,74,1,1,2.9,1123,0.8435725724268452,1.0,4.074296437663109,20.545454545454547
S-13251,U-4251,P-1090,44,0.25,6,1,0,0,Home & Living,313.95,2,84,3,1,1.5,763,1.3225072665234425,0.58,1.9915703367499562,1.76
S-13252,U-4252,P-1765,35,0.53,8,1,0,0,Shoes,179.33,3,440,12,0,1.9,690,0.7990464732878849,0.42,2.4844931330317146,0.660377358490566
S-13253,U-4253,P-1968,194,0.52,0,0,0,0,Electronics,238.51,6,368,13,1,4.2,386,0.21511030141236315,1.0,5.005076742145017,3.730769230769231
S-13254,U-4254,P-1040,115,0.99,9,1,0,0,Shoes,465.71,6,289,2,1,3.7,961,2.0750790892483177,1.0,5.083070693492623,1.1616161616161615
S-13255,U-4255,P-1664,18,0.18,5,0,0,0,Electronics,1537.04,8,196,5,0,2.3,709,1.3862443406266347,0.7,3.020021886216266,1.0
S-13256,U-4256,P-1526,137,0.96,3,0,0,0,T-shirt,319.4,8,248,13,0,3.4,831,1.43440966452598,0.7,4.572206059758422,1.4270833333333333
S-13257,U-4257,P-1991,252,0.33,3,1,0,0,Electronics,1378.02,3,190,7,0,3.0,74,1.2428254477894622,0.42,2.590492868121786,7.636363636363637
S-13258,U-4258,P-1577,90,0.93,6,0,0,0,T-shirt,470.81,2,228,5,1,2.9,200,2.1143845152018685,0.58,3.075916846674264,0.967741935483871
S-13259,U-4259,P-1048,197,0.21,5,1,0,0,Home & Living,485.07,2,167,3,1,2.6,1081,2.043346392013143,0.58,3.633014558891342,9.380952380952381
S-13260,U-4260,P-1594,81,0.99,3,0,0,0,T-shirt,113.28,2,230,5,1,4.3,389,0.5087348991781561,0.58,5.130886195646375,0.8181818181818182
S-13261,U-4261,P-1376,148,0.95,2,1,0,0,Home & Living,203.34,4,28,12,1,4.6,1132,0.8565651459623406,0.8599999999999999,6.470014320145766,1.5578947368421052
S-13262,U-4262,P-1126,22,0.44,7,0,0,0,Electronics,1131.18,3,292,5,1,1.7,871,1.020202384602897,0.72,2.3020684041290527,0.5
S-13263,U-4263,P-1895,147,0.57,0,1,0,0,Shoes,41.99,3,120,2,1,3.6,610,0.18709619926034843,0.72,4.618869810603549,2.578947368421053
S-13264,U-4264,P-1487,23,0.65,8,0,0,0,Watch,341.44,3,149,1,1,2.3,568,0.6213422623380405,0.72,2.918184999698112,0.35384615384615387
S-13265,U-4265,P-1863,120,0.82,2,1,1,0,T-shirt,393.07,8,197,13,1,3.3,1099,1.765258005119684,1.0,4.622023202799064,1.4634146341463414
S-13266,U-4266,P-1997,168,0.24,0,1,0,0,Electronics,587.98,8,238,8,0,1.8,1070,0.5302945579826476,0.7,2.5114853053611896,7.0
S-13267,U-4267,P-1865,222,0.21,1,0,0,0,Watch,852.56,8,36,12,1,3.6,988,1.5514630950647839,1.0,4.965619918768353,10.571428571428571
S-13268,U-4268,P-1664,13,0.69,9,0,0,0,Electronics,1537.04,8,196,5,0,2.3,709,1.3862443406266347,0.7,3.020021886216266,0.18840579710144928
S-13269,U-4269,P-1330,297,0.67,1,0,0,0,Shoes,53.53,6,298,1,1,1.5,27,0.23851534999777213,1.0,0.9996613530525611,4.432835820895522
S-13270,U-4270,P-1837,199,0.36,8,1,0,0,Watch,647.43,1,70,5,1,4.0,1086,1.1781736788469936,0.43999999999999995,5.592941509696968,5.527777777777778
S-13271,U-4271,P-1344,163,0.82,0,1,0,0,T-shirt,214.7,7,30,14,0,2.3,923,0.9642071226478646,0.7,3.1412075529551746,1.9878048780487805
S-13272,U-4272,P-1671,7,0.38,4,0,0,0,Home & Living,159.81,1,203,13,0,3.7,28,0.6731960065714647,0.13999999999999999,2.491798914189991,0.18421052631578946
S-13273,U-4273,P-1680,230,0.13,0,1,0,0,T-shirt,483.61,4,84,1,0,2.8,522,2.17186868460053,0.5599999999999999,3.5053656198763568,17.692307692307693
S-13274,U-4274,P-1268,144,0.35,6,0,0,0,Shoes,469.11,1,340,3,0,2.1,310,2.0902285790669697,0.13999999999999999,2.4107130231152785,4.114285714285714
S-13275,U-4275,P-1221,140,0.47,4,0,0,0,T-shirt,131.14,4,390,14,1,3.3,1107,0.5889432792922261,0.8599999999999999,4.626805832422771,2.978723404255319
S-13276,U-4276,P-1328,176,0.59,7,0,0,0,Shoes,81.03,7,227,5,0,2.4,370,0.36104798823686673,0.7,2.839776990051569,2.983050847457627
S-13277,U-4277,P-1171,115,0.11,4,1,0,0,Shoes,54.93,7,368,4,0,3.9,2,0.24475337521721693,0.7,0.8569175851611257,10.454545454545455
S-13278,U-4278,P-1289,220,0.75,9,0,0,0,T-shirt,42.66,8,182,3,0,3.9,448,0.19158395832397718,0.7,4.7634778524389585,2.933333333333333
S-13279,U-4279,P-1914,275,0.55,4,0,0,0,Shoes,381.9,4,25,11,0,2.0,911,1.7016441652185534,0.5599999999999999,2.7262559960297326,4.999999999999999
S-13280,U-4280,P-1221,60,0.93,5,0,1,0,T-shirt,131.14,4,390,14,1,3.3,1107,0.5889432792922261,0.8599999999999999,4.626805832422771,0.6451612903225806
S-13281,U-4281,P-1703,5,0.6,0,1,0,0,Home & Living,65.63,7,24,7,1,4.3,112,0.2764648890012216,1.0,4.065553524092613,0.08333333333333333
S-13282,U-4282,P-1820,101,0.18,0,1,1,0,T-shirt,202.7,4,300,3,0,2.4,401,0.9103157138366192,0.5599999999999999,2.87829700253713,5.611111111111111
S-13283,U-4283,P-1366,227,0.3,8,1,0,0,T-shirt,22.32,7,440,8,1,4.6,173,0.10023802038891634,1.0,4.7463308752773665,7.566666666666666
S-13284,U-4284,P-1574,221,0.86,8,1,0,0,Electronics,431.06,7,154,1,1,4.9,824,0.3887696387019968,1.0,6.581075718607988,2.5697674418604652
S-13285,U-4285,P-1499,127,0.28,1,0,0,0,Home & Living,209.99,1,310,4,0,2.0,1187,0.884578120392603,0.13999999999999999,2.8320105999690366,4.535714285714285
S-13286,U-4286,P-1611,283,0.89,5,0,1,0,Home & Living,68.17,5,367,13,1,1.3,751,0.2871645814903745,1.0,1.7219114442269585,3.1797752808988764
S-13287,U-4287,P-1778,127,0.98,4,0,0,0,Home & Living,256.81,2,106,7,1,2.5,1177,1.0818063102910822,0.58,3.535786682105766,1.2959183673469388
S-13288,U-4288,P-1968,275,0.33,3,0,0,0,Electronics,238.51,6,368,13,1,4.2,386,0.21511030141236315,1.0,5.005076742145017,8.333333333333334
S-13289,U-4289,P-1953,89,0.15,8,0,0,0,Shoes,492.44,6,256,1,0,1.4,614,2.194180813616718,0.7,1.7980542349858248,5.933333333333334
S-13290,U-4290,P-1044,122,0.83,5,1,0,0,Watch,76.24,2,331,7,1,1.1,574,0.13873926335711165,0.58,1.3979614089754173,1.4698795180722892
S-13291,U-4291,P-1718,124,0.33,1,1,0,0,Electronics,499.2,3,312,8,1,2.4,1073,0.45022457115027326,0.72,3.3499897320330287,3.757575757575758
S-13292,U-4292,P-1298,204,0.1,6,0,1,0,Electronics,838.44,2,287,4,1,4.7,1195,0.7561824708237884,0.58,6.661533658439943,20.4
S-13293,U-4293,P-1998,161,0.13,3,1,0,0,Electronics,368.36,2,53,12,0,4.8,999,0.33222099965728097,0.27999999999999997,6.631445067822851,12.384615384615385
S-13294,U-4294,P-1610,115,0.66,7,1,0,0,T-shirt,471.9,8,212,13,1,1.4,310,2.119279651502223,1.0,1.6071420154101854,1.7424242424242424
S-13295,U-4295,P-1888,270,0.79,9,1,0,0,Shoes,221.69,4,91,7,1,1.4,162,0.9877912934990866,0.8599999999999999,1.4262500562258933,3.4177215189873418
S-13296,U-4296,P-1855,288,0.22,3,1,0,0,Home & Living,413.59,1,202,13,1,4.3,744,1.7422385104680063,0.43999999999999995,5.687510427806421,13.090909090909092
S-13297,U-4297,P-1114,69,0.77,6,1,0,0,Shoes,167.95,2,93,1,0,3.7,784,0.7483402397183977,0.27999999999999997,4.932605951158982,0.8961038961038961
S-13298,U-4298,P-1354,223,0.24,0,1,0,0,Watch,877.64,7,402,3,0,3.7,209,1.5971029261901295,0.7,3.956859572730927,9.291666666666666
S-13299,U-4299,P-1523,3,0.66,5,0,0,0,Electronics,1086.53,4,20,14,0,1.2,757,0.979932899222569,0.5599999999999999,1.591364012554169,0.045454545454545456
S-13300,U-4300,P-1915,162,0.33,1,0,0,0,T-shirt,181.88,1,344,10,0,4.6,396,0.8168141195491085,0.13999999999999999,5.505221378232215,4.909090909090909
S-13301,U-4301,P-1696,107,0.78,9,0,0,0,Home & Living,453.71,4,104,10,1,4.3,721,1.9112431020683265,0.8599999999999999,5.66054161944783,1.3717948717948718
S-13302,U-4302,P-1237,242,0.48,9,0,0,0,T-shirt,434.55,1,185,13,0,1.4,1182,1.9515426415772221,0.13999999999999999,1.9812264819139482,5.041666666666667
S-13303,U-4303,P-1666,7,0.78,6,0,0,0,Watch,148.26,4,352,8,1,4.1,846,0.26979909739408936,0.8599999999999999,5.528194569614684,0.08974358974358974
S-13304,U-4304,P-1479,283,0.51,4,0,0,0,T-shirt,179.22,6,349,4,1,4.4,560,0.8048681905959492,1.0,5.570154396859973,5.549019607843137
S-13305,U-4305,P-1298,298,0.98,8,1,1,1,Electronics,838.44,2,287,4,1,4.7,1195,0.7561824708237884,0.58,6.661533658439943,3.0408163265306123
S-13306,U-4306,P-1612,274,0.49,6,0,0,0,Shoes,372.04,4,316,14,0,3.1,843,1.6577106447444638,0.5599999999999999,4.177654546649493,5.591836734693878
S-13307,U-4307,P-1815,68,0.52,6,0,0,0,Shoes,40.92,3,275,8,1,2.3,69,0.18232856569977277,0.72,1.9543078113427053,1.3076923076923077
S-13308,U-4308,P-1151,290,0.46,5,0,0,0,Home & Living,409.38,1,431,2,0,2.6,997,1.7245039807911033,0.13999999999999999,3.5909917036819614,6.304347826086956
S-13309,U-4309,P-1924,3,0.19,6,0,0,0,Electronics,1984.09,5,11,4,1,3.7,1082,1.7894352351232887,1.0,5.170742782780733,0.15789473684210525
S-13310,U-4310,P-1978,49,0.75,9,0,0,0,Home & Living,62.07,8,227,13,0,2.8,591,0.2614684696069759,0.7,3.5747637155350427,0.6533333333333333
S-13311,U-4311,P-1231,238,0.93,1,0,0,0,Shoes,177.9,6,349,7,1,1.5,307,0.7926747760994519,1.0,1.7190299348920721,2.5591397849462365
S-13312,U-4312,P-1143,32,0.27,1,0,1,0,Electronics,552.55,2,300,8,1,3.4,813,0.49834051840761917,0.58,4.557333048881727,1.1851851851851851
S-13313,U-4313,P-1938,223,0.79,3,0,0,0,Electronics,1001.61,6,417,5,1,4.2,697,0.9033442161655153,1.0,5.500504046320393,2.8227848101265822
S-13314,U-4314,P-1808,216,0.3,5,1,0,0,T-shirt,412.6,1,154,3,1,4.2,779,1.8529662729599858,0.43999999999999995,5.593806892534256,7.2
